ServiceID,CarID,Date_of_Service,ServiceType,Cost_of_Service
S49097,C16287,2021-08-08,Air Filter Replacement,384.0
S49099,C16287,2021-10-31,Suspension Check,280.0
S03347,C01119,2020-10-14,Brake Replacement,257.0
S03346,C01119,2022-06-28,Tire Replacement,259.0
S30394,C10075,2022-11-25,Brake Replacement,99.0
S139381,C46434,2023-11-03,Suspension Check,78.0
S139382,C46434,2021-08-12,Oil Change,176.0
S139380,C46434,2024-11-09,Transmission Check,218.0
S76363,C25350,2023-04-14,Major Service,318.0
S76361,C25350,2021-02-18,Oil Change,416.0
S03077,C01031,2022-12-26,Major Service,153.0
S03076,C01031,2021-06-11,Suspension Check,303.0
S03078,C01031,2021-08-23,Transmission Check,62.0
S68496,C22754,2021-05-05,Suspension Check,52.0
S107825,C35897,2022-09-14,Transmission Check,61.0
S43770,C14493,2024-08-06,Major Service,280.0
S75567,C25086,2022-06-26,Suspension Check,452.0
S14521,C04814,2020-11-10,Coolant Flush,494.0
S27191,C08995,2022-05-08,Wheel Alignment,236.0
S90955,C30243,2024-04-04,Oil Change,301.0
S142800,C47579,2023-12-24,Battery Replacement,280.0
S142801,C47579,2021-12-18,Transmission Check,169.0
S03498,C01165,2025-03-29,Major Service,113.0
S74706,C24811,2023-01-20,Clutch Replacement,355.0
S63530,C21110,2024-10-08,Battery Replacement,151.0
S63528,C21110,2024-10-19,Spark Plug Replacement,245.0
S29595,C09808,2024-02-24,Transmission Check,339.0
S143364,C47768,2024-07-08,Clutch Replacement,474.0
S143368,C47768,2024-03-04,Major Service,191.0
S52315,C17379,2024-08-28,Battery Replacement,230.0
S138327,C46066,2024-12-11,Tire Replacement,87.0
S138328,C46066,2020-12-08,Air Filter Replacement,478.0
S34790,C11539,2022-12-13,Suspension Check,276.0
S09778,C03222,2022-08-19,Air Filter Replacement,205.0
S09777,C03222,2022-08-06,Battery Replacement,180.0
S135111,C44997,2025-05-28,Coolant Flush,463.0
S135110,C44997,2025-04-03,Coolant Flush,147.0
S56532,C18763,2021-12-22,Wheel Alignment,290.0
S56531,C18763,2022-02-02,Transmission Check,495.0
S75548,C25081,2021-07-25,Wheel Alignment,152.0
S75549,C25081,2023-06-01,Oil Change,218.0
S05522,C01823,2021-03-22,Spark Plug Replacement,478.0
S20668,C06849,2025-04-23,Wheel Alignment,115.0
S20665,C06849,2024-05-17,Battery Replacement,213.0
S38122,C12636,2025-03-26,Tire Replacement,288.0
S38125,C12636,2022-12-02,Major Service,466.0
S113070,C37669,2024-10-20,Coolant Flush,283.0
S113069,C37669,2022-09-27,Coolant Flush,318.0
S18377,C06096,2021-07-13,Clutch Replacement,185.0
S117860,C39249,2025-08-31,Battery Replacement,492.0
S117859,C39249,2025-05-28,Spark Plug Replacement,196.0
S31918,C10578,2025-08-10,Wheel Alignment,188.0
S87594,C29113,2023-11-30,Suspension Check,302.0
S87595,C29113,2023-01-05,Transmission Check,318.0
S00929,C00315,2023-03-05,Major Service,234.0
S92426,C30746,2022-05-29,Oil Change,55.0
S92423,C30746,2022-09-04,Coolant Flush,128.0
S89341,C29703,2022-05-16,Battery Replacement,248.0
S83235,C27659,2023-02-10,Tire Replacement,397.0
S83236,C27659,2020-12-23,Major Service,55.0
S71260,C23686,2022-11-05,Tire Replacement,174.0
S71259,C23686,2024-02-28,Clutch Replacement,235.0
S71258,C23686,2024-05-10,Major Service,204.0
S85369,C28376,2025-06-25,Spark Plug Replacement,136.0
S85370,C28376,2021-06-13,Brake Replacement,430.0
S85371,C28376,2020-09-09,Suspension Check,458.0
S09349,C03086,2024-12-17,Wheel Alignment,172.0
S148150,C49372,2021-09-12,Transmission Check,151.0
S148152,C49372,2024-11-17,Brake Replacement,304.0
S11309,C03752,2023-07-22,Coolant Flush,185.0
S15189,C05049,2024-02-06,Brake Replacement,190.0
S15192,C05049,2021-07-11,Clutch Replacement,365.0
S15191,C05049,2024-01-06,Oil Change,70.0
S92305,C30709,2022-06-07,Oil Change,280.0
S60632,C20147,2021-01-22,Wheel Alignment,411.0
S60633,C20147,2024-12-04,Coolant Flush,417.0
S96919,C32250,2022-04-08,Transmission Check,467.0
S96921,C32250,2023-10-25,Suspension Check,286.0
S96922,C32250,2023-05-14,Tire Replacement,462.0
S14964,C04970,2021-10-12,Coolant Flush,373.0
S114260,C38065,2025-08-19,Major Service,407.0
S125648,C41837,2023-10-04,Spark Plug Replacement,370.0
S125647,C41837,2023-06-09,Battery Replacement,497.0
S79136,C26274,2020-10-24,Battery Replacement,269.0
S79137,C26274,2022-11-13,Brake Replacement,55.0
S41185,C13650,2023-06-13,Spark Plug Replacement,352.0
S76918,C25534,2021-08-27,Tire Replacement,454.0
S76762,C25481,2022-08-29,Brake Replacement,50.0
S76763,C25481,2020-11-04,Spark Plug Replacement,57.0
S76761,C25481,2022-10-18,Clutch Replacement,422.0
S144762,C48235,2024-09-15,Battery Replacement,457.0
S144760,C48235,2020-09-09,Air Filter Replacement,411.0
S146386,C48788,2024-12-20,Brake Replacement,274.0
S97346,C32390,2021-07-16,Brake Replacement,328.0
S15315,C05087,2024-02-15,Air Filter Replacement,443.0
S15316,C05087,2021-11-22,Spark Plug Replacement,267.0
S51943,C17253,2021-09-28,Spark Plug Replacement,406.0
S12157,C04040,2023-09-11,Transmission Check,465.0
S12782,C04247,2023-10-28,Tire Replacement,105.0
S12781,C04247,2023-07-21,Wheel Alignment,344.0
S12780,C04247,2020-12-28,Air Filter Replacement,367.0
S56135,C18628,2025-07-11,Suspension Check,214.0
S70116,C23299,2022-08-06,Battery Replacement,416.0
S70117,C23299,2021-08-28,Wheel Alignment,434.0
S89477,C29753,2024-10-18,Suspension Check,288.0
S89480,C29753,2020-10-08,Wheel Alignment,454.0
S90747,C30173,2023-09-07,Wheel Alignment,387.0
S90748,C30173,2025-07-25,Oil Change,61.0
S05900,C01942,2021-11-28,Brake Replacement,52.0
S05899,C01942,2024-07-17,Oil Change,395.0
S66886,C22226,2021-12-15,Major Service,451.0
S129874,C43240,2022-04-12,Oil Change,261.0
S42741,C14159,2021-09-15,Battery Replacement,311.0
S42738,C14159,2023-09-25,Air Filter Replacement,218.0
S42737,C14159,2024-02-01,Tire Replacement,99.0
S144387,C48105,2021-07-13,Wheel Alignment,256.0
S144388,C48105,2024-06-05,Tire Replacement,147.0
S70565,C23450,2021-06-07,Oil Change,125.0
S19975,C06624,2023-08-04,Tire Replacement,271.0
S79035,C26242,2020-09-18,Spark Plug Replacement,374.0
S79036,C26242,2024-07-21,Suspension Check,275.0
S79038,C26242,2021-09-26,Major Service,130.0
S72691,C24156,2022-12-24,Air Filter Replacement,496.0
S72693,C24156,2021-11-01,Brake Replacement,205.0
S72692,C24156,2023-04-30,Spark Plug Replacement,278.0
S130827,C43565,2021-10-13,Tire Replacement,297.0
S130826,C43565,2024-12-19,Major Service,111.0
S130824,C43565,2021-04-23,Transmission Check,159.0
S10543,C03494,2021-06-26,Wheel Alignment,496.0
S14708,C04879,2025-03-30,Suspension Check,148.0
S141281,C47063,2022-12-18,Tire Replacement,342.0
S141282,C47063,2021-01-07,Major Service,290.0
S141280,C47063,2021-12-09,Brake Replacement,90.0
S02990,C00999,2022-11-30,Wheel Alignment,325.0
S02991,C00999,2024-10-01,Battery Replacement,482.0
S111327,C37087,2025-02-18,Tire Replacement,210.0
S104415,C34750,2021-07-25,Air Filter Replacement,248.0
S86085,C28617,2023-08-29,Major Service,140.0
S86084,C28617,2020-12-20,Wheel Alignment,360.0
S68649,C22811,2022-08-16,Air Filter Replacement,79.0
S64863,C21559,2025-04-24,Suspension Check,406.0
S29955,C09936,2021-05-19,Air Filter Replacement,219.0
S14448,C04789,2020-12-17,Transmission Check,438.0
S14446,C04789,2022-06-06,Suspension Check,157.0
S93771,C31190,2022-01-14,Coolant Flush,275.0
S93770,C31190,2021-07-16,Suspension Check,187.0
S32677,C10824,2021-07-23,Suspension Check,381.0
S02013,C00673,2020-10-23,Clutch Replacement,432.0
S47030,C15595,2025-04-09,Battery Replacement,410.0
S65898,C21912,2021-02-02,Brake Replacement,380.0
S35800,C11869,2025-02-21,Major Service,275.0
S35798,C11869,2024-03-13,Coolant Flush,50.0
S104230,C34691,2022-02-08,Brake Replacement,59.0
S36211,C12006,2024-06-25,Transmission Check,249.0
S36213,C12006,2023-11-17,Brake Replacement,193.0
S11851,C03940,2024-02-25,Spark Plug Replacement,198.0
S11850,C03940,2022-04-17,Suspension Check,375.0
S11849,C03940,2025-04-01,Suspension Check,251.0
S13915,C04614,2020-11-24,Tire Replacement,474.0
S13917,C04614,2022-08-21,Clutch Replacement,167.0
S13916,C04614,2023-02-24,Spark Plug Replacement,101.0
S110354,C36760,2022-03-31,Battery Replacement,187.0
S94560,C31459,2022-08-17,Transmission Check,145.0
S13100,C04348,2021-02-15,Battery Replacement,64.0
S13099,C04348,2021-08-26,Tire Replacement,500.0
S13101,C04348,2022-03-31,Transmission Check,100.0
S118082,C39328,2024-11-26,Tire Replacement,213.0
S67407,C22394,2023-12-13,Tire Replacement,436.0
S09590,C03157,2022-04-03,Clutch Replacement,480.0
S89977,C29918,2020-12-15,Battery Replacement,248.0
S89978,C29918,2021-08-26,Coolant Flush,370.0
S111725,C37224,2022-05-17,Air Filter Replacement,142.0
S41890,C13872,2023-10-19,Air Filter Replacement,399.0
S41889,C13872,2022-01-09,Spark Plug Replacement,107.0
S76299,C25330,2023-10-24,Air Filter Replacement,440.0
S02947,C00986,2022-03-27,Spark Plug Replacement,392.0
S133298,C44395,2020-11-20,Air Filter Replacement,443.0
S92816,C30878,2024-10-15,Clutch Replacement,482.0
S92817,C30878,2024-09-04,Suspension Check,330.0
S70460,C23416,2022-11-07,Transmission Check,432.0
S70459,C23416,2025-01-14,Suspension Check,187.0
S18270,C06060,2020-12-27,Tire Replacement,308.0
S20983,C06949,2022-12-01,Major Service,410.0
S90511,C30096,2021-07-01,Transmission Check,416.0
S124143,C41340,2023-09-05,Oil Change,260.0
S124142,C41340,2022-07-20,Suspension Check,308.0
S124141,C41340,2020-11-08,Clutch Replacement,423.0
S148834,C49599,2022-11-25,Brake Replacement,163.0
S99755,C33184,2024-12-19,Wheel Alignment,343.0
S99753,C33184,2021-02-25,Clutch Replacement,53.0
S99752,C33184,2021-10-17,Suspension Check,394.0
S49941,C16581,2021-06-05,Air Filter Replacement,100.0
S49940,C16581,2024-11-04,Wheel Alignment,84.0
S04165,C01389,2022-03-29,Brake Replacement,81.0
S04164,C01389,2022-04-02,Spark Plug Replacement,314.0
S64239,C21351,2024-11-14,Air Filter Replacement,470.0
S64238,C21351,2024-11-01,Oil Change,155.0
S149292,C49751,2024-01-18,Suspension Check,342.0
S103450,C34432,2024-06-24,Tire Replacement,348.0
S73655,C24455,2025-05-11,Coolant Flush,369.0
S73657,C24455,2025-02-28,Battery Replacement,327.0
S121164,C40360,2024-12-30,Suspension Check,266.0
S55981,C18578,2022-07-21,Transmission Check,420.0
S55979,C18578,2024-01-09,Brake Replacement,479.0
S55977,C18578,2020-11-28,Clutch Replacement,308.0
S143605,C47853,2022-01-12,Air Filter Replacement,465.0
S143604,C47853,2020-12-30,Major Service,232.0
S143606,C47853,2020-10-26,Clutch Replacement,143.0
S87787,C29183,2022-07-12,Oil Change,492.0
S24881,C08231,2024-01-12,Suspension Check,346.0
S24880,C08231,2023-04-04,Battery Replacement,416.0
S24883,C08231,2021-10-09,Suspension Check,62.0
S23662,C07823,2025-02-13,Air Filter Replacement,481.0
S58704,C19487,2024-04-20,Air Filter Replacement,411.0
S58701,C19487,2022-12-27,Coolant Flush,110.0
S58702,C19487,2020-11-05,Brake Replacement,247.0
S46433,C15385,2023-07-06,Spark Plug Replacement,187.0
S46432,C15385,2025-06-23,Suspension Check,180.0
S123446,C41100,2024-08-26,Battery Replacement,318.0
S81781,C27162,2022-02-10,Brake Replacement,218.0
S35110,C11646,2021-01-10,Brake Replacement,445.0
S14626,C04851,2021-06-28,Air Filter Replacement,249.0
S14625,C04851,2021-07-06,Clutch Replacement,188.0
S14624,C04851,2021-12-04,Spark Plug Replacement,312.0
S142407,C47436,2025-08-10,Battery Replacement,406.0
S84749,C28170,2023-12-26,Suspension Check,338.0
S84747,C28170,2024-01-16,Wheel Alignment,54.0
S10321,C03420,2025-08-23,Major Service,367.0
S127908,C42591,2021-08-21,Oil Change,172.0
S88732,C29498,2024-04-15,Tire Replacement,209.0
S88733,C29498,2024-08-03,Coolant Flush,234.0
S13146,C04363,2025-04-18,Wheel Alignment,272.0
S13144,C04363,2020-11-06,Coolant Flush,286.0
S10338,C03427,2021-05-30,Battery Replacement,346.0
S10337,C03427,2021-01-23,Air Filter Replacement,419.0
S61001,C20269,2023-11-14,Clutch Replacement,490.0
S143895,C47945,2024-03-05,Clutch Replacement,464.0
S143896,C47945,2024-12-20,Major Service,136.0
S88417,C29393,2023-05-24,Clutch Replacement,401.0
S87403,C29047,2022-08-13,Suspension Check,219.0
S25876,C08565,2022-07-28,Suspension Check,435.0
S118589,C39507,2023-01-22,Transmission Check,78.0
S118587,C39507,2022-10-10,Coolant Flush,451.0
S118591,C39507,2022-01-07,Coolant Flush,347.0
S149447,C49805,2024-10-31,Coolant Flush,480.0
S149445,C49805,2021-12-27,Battery Replacement,100.0
S149446,C49805,2021-07-28,Wheel Alignment,338.0
S104905,C34922,2024-07-03,Oil Change,173.0
S91631,C30478,2024-01-17,Transmission Check,201.0
S40786,C13520,2025-02-07,Spark Plug Replacement,399.0
S40785,C13520,2023-09-17,Wheel Alignment,92.0
S102182,C34008,2022-09-24,Spark Plug Replacement,223.0
S102180,C34008,2023-08-01,Transmission Check,65.0
S102181,C34008,2020-11-17,Wheel Alignment,460.0
S64137,C21316,2021-06-25,Tire Replacement,159.0
S146735,C48901,2021-02-11,Air Filter Replacement,149.0
S146734,C48901,2024-02-05,Tire Replacement,171.0
S146736,C48901,2023-12-02,Coolant Flush,191.0
S142967,C47633,2025-06-03,Tire Replacement,358.0
S132814,C44232,2020-12-02,Clutch Replacement,121.0
S132812,C44232,2020-10-14,Wheel Alignment,309.0
S32375,C10724,2024-11-21,Battery Replacement,240.0
S32378,C10724,2022-03-04,Tire Replacement,189.0
S39675,C13155,2025-03-31,Spark Plug Replacement,480.0
S39673,C13155,2024-05-12,Suspension Check,172.0
S41542,C13763,2023-07-14,Suspension Check,236.0
S41543,C13763,2025-04-20,Battery Replacement,209.0
S128577,C42812,2023-02-17,Transmission Check,234.0
S128579,C42812,2023-04-09,Coolant Flush,166.0
S92606,C30804,2020-09-02,Transmission Check,98.0
S92605,C30804,2024-11-27,Suspension Check,444.0
S92604,C30804,2021-05-12,Oil Change,183.0
S108906,C36261,2023-08-23,Brake Replacement,370.0
S108907,C36261,2020-11-26,Major Service,231.0
S123974,C41281,2020-11-09,Suspension Check,172.0
S84497,C28087,2021-06-24,Suspension Check,73.0
S03001,C01004,2020-10-26,Clutch Replacement,495.0
S03003,C01004,2024-03-30,Brake Replacement,433.0
S03002,C01004,2021-01-19,Oil Change,388.0
S132823,C44235,2022-07-23,Clutch Replacement,203.0
S132822,C44235,2024-05-25,Battery Replacement,317.0
S77334,C25675,2024-04-28,Suspension Check,206.0
S105559,C35144,2021-10-01,Transmission Check,429.0
S114561,C38163,2022-08-14,Air Filter Replacement,289.0
S67661,C22477,2022-06-01,Wheel Alignment,479.0
S67663,C22477,2020-10-06,Brake Replacement,437.0
S69229,C23007,2025-06-14,Spark Plug Replacement,268.0
S136133,C45344,2021-08-12,Spark Plug Replacement,93.0
S108517,C36128,2024-11-09,Major Service,326.0
S149166,C49710,2021-11-13,Spark Plug Replacement,119.0
S149167,C49710,2022-03-05,Spark Plug Replacement,421.0
S149165,C49710,2021-02-15,Brake Replacement,282.0
S39509,C13099,2021-08-07,Battery Replacement,239.0
S12367,C04108,2021-02-16,Coolant Flush,139.0
S12365,C04108,2021-07-08,Brake Replacement,148.0
S12366,C04108,2021-01-28,Wheel Alignment,274.0
S107659,C35840,2024-02-13,Spark Plug Replacement,374.0
S89388,C29719,2021-02-01,Air Filter Replacement,346.0
S140976,C46953,2022-03-17,Suspension Check,88.0
S89707,C29828,2025-04-08,Tire Replacement,490.0
S52823,C17543,2022-07-04,Coolant Flush,118.0
S52820,C17543,2023-08-13,Battery Replacement,81.0
S52819,C17543,2024-11-07,Brake Replacement,278.0
S75006,C24916,2023-11-14,Wheel Alignment,178.0
S75007,C24916,2022-01-05,Spark Plug Replacement,236.0
S59980,C19937,2023-03-23,Transmission Check,60.0
S59978,C19937,2020-10-16,Coolant Flush,123.0
S59979,C19937,2023-01-04,Coolant Flush,320.0
S139659,C46525,2023-03-08,Brake Replacement,147.0
S73810,C24511,2022-05-26,Brake Replacement,210.0
S82608,C27442,2023-01-15,Coolant Flush,225.0
S82606,C27442,2021-12-23,Brake Replacement,410.0
S70272,C23354,2022-11-12,Coolant Flush,157.0
S82170,C27293,2025-08-05,Clutch Replacement,234.0
S82172,C27293,2025-01-25,Suspension Check,130.0
S102788,C34204,2023-08-06,Clutch Replacement,281.0
S46142,C15292,2020-09-21,Wheel Alignment,252.0
S46143,C15292,2022-12-02,Spark Plug Replacement,140.0
S46141,C15292,2024-07-29,Battery Replacement,308.0
S26296,C08691,2024-01-30,Battery Replacement,62.0
S26295,C08691,2023-08-10,Major Service,96.0
S94593,C31470,2023-09-15,Major Service,325.0
S94592,C31470,2022-04-09,Battery Replacement,335.0
S09100,C03004,2024-09-23,Spark Plug Replacement,492.0
S09101,C03004,2022-12-29,Spark Plug Replacement,234.0
S47668,C15814,2021-02-09,Battery Replacement,410.0
S20072,C06657,2024-09-21,Battery Replacement,405.0
S20071,C06657,2021-12-13,Battery Replacement,351.0
S20073,C06657,2023-12-16,Battery Replacement,200.0
S38534,C12774,2022-09-12,Spark Plug Replacement,193.0
S38535,C12774,2021-02-01,Coolant Flush,78.0
S38533,C12774,2024-02-28,Major Service,206.0
S118670,C39531,2021-10-15,Major Service,236.0
S103373,C34408,2023-02-07,Suspension Check,153.0
S48195,C15981,2020-10-30,Spark Plug Replacement,323.0
S48194,C15981,2024-06-03,Oil Change,139.0
S113822,C37916,2022-06-01,Tire Replacement,408.0
S04757,C01571,2023-03-07,Clutch Replacement,170.0
S107860,C35908,2023-01-20,Spark Plug Replacement,150.0
S107858,C35908,2021-05-07,Clutch Replacement,190.0
S78566,C26090,2020-09-17,Spark Plug Replacement,56.0
S78570,C26090,2023-04-23,Clutch Replacement,209.0
S62964,C20914,2023-01-21,Coolant Flush,366.0
S62963,C20914,2025-01-28,Brake Replacement,129.0
S30021,C09958,2023-03-13,Brake Replacement,189.0
S30019,C09958,2024-07-19,Major Service,379.0
S46570,C15432,2022-02-13,Air Filter Replacement,150.0
S70693,C23494,2023-01-27,Wheel Alignment,468.0
S47595,C15790,2021-12-28,Brake Replacement,218.0
S107487,C35780,2022-08-26,Oil Change,370.0
S36133,C11981,2025-05-06,Wheel Alignment,314.0
S36135,C11981,2021-07-26,Coolant Flush,245.0
S36136,C11981,2024-12-23,Transmission Check,373.0
S134839,C44906,2024-10-08,Oil Change,168.0
S134838,C44906,2021-11-16,Air Filter Replacement,415.0
S134837,C44906,2023-05-24,Suspension Check,79.0
S107424,C35763,2023-01-28,Clutch Replacement,66.0
S81582,C27093,2023-01-26,Spark Plug Replacement,494.0
S81585,C27093,2025-03-30,Clutch Replacement,116.0
S81581,C27093,2023-12-09,Clutch Replacement,188.0
S140632,C46835,2024-05-08,Air Filter Replacement,498.0
S140634,C46835,2022-04-18,Spark Plug Replacement,270.0
S100519,C33438,2021-12-28,Wheel Alignment,426.0
S100520,C33438,2024-03-30,Clutch Replacement,454.0
S142227,C47381,2022-01-19,Wheel Alignment,287.0
S142228,C47381,2021-01-18,Coolant Flush,62.0
S142229,C47381,2021-01-28,Oil Change,450.0
S04812,C01591,2020-09-20,Spark Plug Replacement,117.0
S04810,C01591,2024-08-16,Transmission Check,255.0
S65444,C21759,2022-04-29,Major Service,265.0
S132451,C44112,2022-05-27,Coolant Flush,149.0
S132452,C44112,2023-08-02,Spark Plug Replacement,393.0
S132449,C44112,2024-08-31,Spark Plug Replacement,251.0
S01884,C00629,2024-02-12,Suspension Check,91.0
S62445,C20737,2025-02-02,Tire Replacement,167.0
S62447,C20737,2023-04-04,Air Filter Replacement,290.0
S35901,C11903,2024-03-27,Brake Replacement,340.0
S19202,C06367,2021-01-21,Suspension Check,397.0
S19201,C06367,2022-10-24,Brake Replacement,408.0
S19203,C06367,2021-06-27,Battery Replacement,263.0
S51569,C17133,2022-08-27,Clutch Replacement,61.0
S28632,C09479,2025-02-11,Brake Replacement,160.0
S28635,C09479,2021-09-14,Major Service,225.0
S59088,C19627,2021-07-11,Brake Replacement,186.0
S59090,C19627,2021-05-28,Transmission Check,312.0
S87131,C28963,2022-06-05,Wheel Alignment,200.0
S132793,C44224,2021-09-29,Transmission Check,400.0
S132791,C44224,2023-06-05,Air Filter Replacement,433.0
S09075,C02997,2021-01-16,Spark Plug Replacement,173.0
S09074,C02997,2024-04-14,Wheel Alignment,393.0
S09076,C02997,2025-05-17,Tire Replacement,258.0
S41152,C13638,2024-04-22,Brake Replacement,479.0
S108376,C36087,2022-11-29,Wheel Alignment,411.0
S108377,C36087,2021-01-18,Wheel Alignment,140.0
S108375,C36087,2025-03-26,Battery Replacement,257.0
S86992,C28918,2024-05-21,Transmission Check,387.0
S84115,C27956,2021-08-11,Clutch Replacement,268.0
S84116,C27956,2025-03-20,Spark Plug Replacement,164.0
S08644,C02855,2024-08-10,Clutch Replacement,352.0
S08646,C02855,2022-04-08,Suspension Check,231.0
S39349,C13049,2020-12-02,Coolant Flush,368.0
S39350,C13049,2022-12-13,Air Filter Replacement,303.0
