car_id,manufacturer,model,engine_size,fuel_type,year_of_manufacturing,mileage,price,features,dealer_id
C05072,VW,Passat,2.0,Diesel,2001,181796,4139,"Air Conditioning, Bluetooth",D00038
C24122,Toyota,Yaris,1.2,Hybrid,2007,136695,6064,"Air Conditioning, Cruise Control, Navigation",D00024
C48810,Ford,Fiesta,1.0,Hybrid,2006,111468,5439,"Bluetooth, Cruise Control, Heated Seats, Navigation",D00042
C17821,Toyota,RAV4,1.8,Hybrid,1989,236721,1442,"Air Conditioning, Heated Seats, Navigation, Sunroof",D00001
C01123,VW,Passat,2.0,Diesel,2001,129028,6396,"Cruise Control, Navigation",D00035
C11265,Toyota,Prius,1.0,Hybrid,1998,182217,2706,"Bluetooth, Heated Seats, Navigation, Sunroof",D00047
C30580,Ford,Fiesta,1.0,Petrol,1999,140064,2275,"Bluetooth, Cruise Control, Navigation",D00031
C45465,Porsche,718 Cayman,2.0,Petrol,2012,48681,28520,"Air Conditioning, Cruise Control, Heated Seats, Sunroof",D00009
C48217,Porsche,Cayenne,3.5,Petrol,1994,247985,2731,Cruise Control,D00048
C43045,Toyota,Yaris,1.0,Petrol,2022,7037,29785,"Cruise Control, Heated Seats",D00019
C15657,Toyota,Yaris,1.0,Petrol,2003,75361,5567,"Air Conditioning, Sunroof",D00019
C01901,Toyota,Yaris,1.0,Petrol,1995,145212,1935,"Air Conditioning, Cruise Control, Heated Seats, Sunroof",D00045
C00148,VW,Passat,1.4,Diesel,2008,112309,9705,"Air Conditioning, Navigation",D00026
C29643,VW,Polo,1.0,Petrol,1992,249354,565,"Bluetooth, Navigation, Sunroof",D00023
C03212,Ford,Fiesta,1.0,Petrol,2017,43992,14968,"Bluetooth, Heated Seats, Sunroof",D00041
C43851,Ford,Mondeo,1.4,Diesel,2001,156725,4051,"Air Conditioning, Heated Seats",D00014
C02355,Toyota,RAV4,2.4,Hybrid,1986,146972,2975,"Bluetooth, Heated Seats",D00010
C31521,Ford,Mondeo,1.4,Petrol,1989,76337,3193,"Air Conditioning, Cruise Control, Heated Seats, Navigation",D00048
C42584,Toyota,Prius,1.0,Hybrid,2013,63336,18329,Bluetooth,D00041
C43338,Toyota,Yaris,1.4,Petrol,2005,104248,6131,Navigation,D00008
C45285,VW,Passat,1.4,Diesel,1994,83413,4708,Heated Seats,D00002
C46957,Toyota,RAV4,2.4,Hybrid,1995,237178,2474,Sunroof,D00022
C48791,VW,Golf,2.0,Petrol,1994,170227,2189,Air Conditioning,D00015
C36586,Toyota,Prius,1.0,Hybrid,2007,163118,5799,Air Conditioning,D00027
C10466,Toyota,Yaris,1.2,Petrol,1999,172419,2208,"Air Conditioning, Bluetooth",D00037
C07822,VW,Polo,1.4,Petrol,1993,188246,1237,"Air Conditioning, Cruise Control, Navigation, Sunroof",D00004
C07206,VW,Golf,1.6,Petrol,1990,139489,1932,Bluetooth,D00022
C06414,Toyota,RAV4,2.2,Petrol,2016,41439,37319,"Air Conditioning, Bluetooth",D00007
C34047,Ford,Focus,1.6,Diesel,2020,26669,38980,"Bluetooth, Cruise Control, Navigation",D00005
C12729,Toyota,RAV4,2.2,Petrol,2018,38748,43334,"Cruise Control, Heated Seats, Sunroof",D00029
C06926,VW,Golf,2.0,Diesel,2004,99523,7839,"Cruise Control, Heated Seats",D00048
C27996,Toyota,RAV4,2.2,Hybrid,2004,64034,17457,"Cruise Control, Heated Seats, Navigation",D00009
C37613,BMW,X3,3.0,Diesel,2007,118475,14039,Air Conditioning,D00004
C39484,Ford,Mondeo,1.8,Diesel,2015,38531,27400,"Air Conditioning, Bluetooth, Navigation, Sunroof",D00004
C03017,Ford,Focus,1.4,Petrol,2021,15358,39513,"Bluetooth, Sunroof",D00009
C01641,Toyota,Yaris,1.0,Hybrid,2012,54872,13928,"Bluetooth, Heated Seats, Navigation",D00031
C08884,VW,Golf,2.0,Hybrid,2014,64126,22304,Cruise Control,D00044
C37602,VW,Passat,1.8,Diesel,2005,133363,7656,"Bluetooth, Heated Seats, Navigation, Sunroof",D00047
C12970,VW,Polo,2.0,Diesel,1997,80407,4745,"Air Conditioning, Bluetooth, Heated Seats",D00046
C23464,Toyota,RAV4,2.4,Hybrid,1996,146983,5794,"Heated Seats, Navigation, Sunroof",D00017
C15758,Ford,Focus,2.0,Petrol,2002,30815,12208,"Bluetooth, Cruise Control, Heated Seats",D00027
C44077,Ford,Mondeo,1.6,Diesel,1991,265377,847,"Bluetooth, Heated Seats",D00030
C04087,BMW,Z4,2.4,Petrol,2000,154408,5365,Bluetooth,D00040
C00509,VW,Golf,1.6,Hybrid,2003,110332,6919,"Cruise Control, Navigation, Sunroof",D00042
C06355,Ford,Mondeo,1.6,Hybrid,1999,206665,2820,"Navigation, Sunroof",D00046
C29645,Ford,Fiesta,1.2,Hybrid,2022,7734,33693,"Air Conditioning, Cruise Control",D00034
C20816,VW,Passat,1.4,Diesel,2019,18396,37390,Air Conditioning,D00014
C06235,VW,Passat,2.0,Petrol,2014,55925,24425,"Heated Seats, Navigation, Sunroof",D00006
C31990,Toyota,RAV4,1.8,Hybrid,1993,284074,1212,Air Conditioning,D00005
C12996,Toyota,RAV4,2.0,Hybrid,2012,94859,22947,"Bluetooth, Heated Seats, Navigation, Sunroof",D00045
C42502,BMW,Z4,2.0,Petrol,1994,188217,2465,"Cruise Control, Sunroof",D00020
C38921,Toyota,RAV4,2.0,Hybrid,2001,118776,9225,"Heated Seats, Navigation",D00044
C00263,Ford,Mondeo,1.4,Diesel,1998,155019,3364,Sunroof,D00028
C07892,Porsche,718 Cayman,2.0,Petrol,2018,32070,47003,"Bluetooth, Sunroof",D00005
C10528,Toyota,RAV4,2.0,Petrol,2010,115505,14362,Sunroof,D00048
C18601,Ford,Fiesta,1.0,Petrol,1988,165055,890,"Air Conditioning, Bluetooth, Heated Seats, Navigation",D00005
C24115,Porsche,Cayenne,2.6,Petrol,1989,135971,4459,Navigation,D00011
C33499,Toyota,Prius,1.0,Hybrid,2006,113495,8063,"Bluetooth, Navigation, Sunroof",D00018
C13472,VW,Golf,1.4,Hybrid,2014,62790,18825,"Cruise Control, Sunroof",D00001
C31726,Toyota,Prius,1.0,Hybrid,1996,189148,2230,"Air Conditioning, Heated Seats",D00043
C23691,Ford,Fiesta,1.2,Petrol,1986,365876,133,"Bluetooth, Cruise Control, Heated Seats, Navigation",D00002
C10558,Toyota,Yaris,1.2,Petrol,1992,162560,1505,Air Conditioning,D00019
C06557,BMW,M5,5.0,Petrol,2004,108523,26167,Navigation,D00027
C45578,VW,Golf,1.6,Petrol,2003,162124,3820,"Air Conditioning, Bluetooth, Cruise Control",D00035
C41504,Ford,Fiesta,1.0,Petrol,1995,129462,1895,"Heated Seats, Sunroof",D00034
C27873,Toyota,Prius,1.8,Hybrid,2003,93555,10260,"Bluetooth, Heated Seats, Navigation",D00003
C10811,VW,Golf,1.6,Petrol,2013,63371,15629,"Bluetooth, Heated Seats, Navigation, Sunroof",D00005
C38215,BMW,Z4,2.4,Petrol,1989,232180,1308,Sunroof,D00017
C11731,BMW,M5,4.4,Petrol,2000,179719,10587,"Bluetooth, Heated Seats",D00049
C27439,VW,Polo,1.0,Petrol,2020,12687,22430,Navigation,D00032
C21780,Ford,Fiesta,1.0,Petrol,1990,147840,1172,"Air Conditioning, Heated Seats, Sunroof",D00037
C34080,Toyota,Yaris,1.4,Petrol,1990,156444,1497,"Cruise Control, Navigation",D00049
C22916,Toyota,Yaris,1.2,Hybrid,2018,28435,26693,"Air Conditioning, Bluetooth, Cruise Control, Heated Seats",D00049
C08086,Toyota,RAV4,2.4,Hybrid,1989,140141,3839,"Air Conditioning, Sunroof",D00002
C43468,Ford,Focus,1.4,Diesel,1990,213005,1208,Navigation,D00030
C14710,VW,Golf,2.0,Petrol,2010,68124,13866,"Bluetooth, Heated Seats",D00006
C15467,Ford,Focus,1.0,Petrol,1988,162364,1320,"Bluetooth, Cruise Control, Heated Seats, Sunroof",D00024
C37173,Ford,Mondeo,1.8,Diesel,2003,171640,4632,"Bluetooth, Navigation",D00020
C28749,Toyota,Yaris,1.0,Petrol,2000,129692,3057,Navigation,D00011
C03105,VW,Golf,1.8,Diesel,1996,149828,2953,Heated Seats,D00034
C00709,Toyota,Yaris,1.2,Petrol,2008,97903,7263,Bluetooth,D00002
C38386,BMW,Z4,2.2,Petrol,1996,174875,3314,"Cruise Control, Heated Seats",D00023
C23445,Toyota,Prius,1.8,Hybrid,2018,10981,46774,"Air Conditioning, Sunroof",D00021
C26511,VW,Passat,1.8,Diesel,1985,210711,1049,Air Conditioning,D00047
C08467,BMW,X3,3.0,Petrol,1986,265848,921,"Air Conditioning, Cruise Control, Heated Seats, Sunroof",D00044
C06231,Ford,Fiesta,1.2,Petrol,2001,109746,3604,"Air Conditioning, Bluetooth, Navigation, Sunroof",D00013
C46359,Toyota,RAV4,2.2,Hybrid,1997,245914,2498,"Air Conditioning, Bluetooth, Heated Seats, Sunroof",D00015
C39358,VW,Polo,1.6,Petrol,1996,161401,2030,"Bluetooth, Cruise Control, Heated Seats",D00020
C16387,BMW,X3,2.0,Diesel,1995,132552,4616,"Air Conditioning, Bluetooth, Navigation, Sunroof",D00014
C34166,Ford,Mondeo,2.0,Diesel,2018,50072,32882,"Air Conditioning, Navigation, Sunroof",D00030
C04169,VW,Polo,1.2,Petrol,1989,267147,429,Heated Seats,D00041
C05804,Toyota,Yaris,1.4,Petrol,1992,183644,1359,"Heated Seats, Navigation",D00005
C12754,Ford,Mondeo,1.4,Diesel,2004,121533,6558,"Air Conditioning, Navigation",D00028
C02190,VW,Polo,1.6,Petrol,2013,42338,15033,"Bluetooth, Heated Seats, Navigation, Sunroof",D00043
C12188,BMW,Z4,2.2,Petrol,1995,135562,4288,"Air Conditioning, Bluetooth, Sunroof",D00015
C31728,VW,Passat,2.0,Diesel,1999,86553,7682,"Air Conditioning, Bluetooth, Sunroof",D00021
C19246,BMW,Z4,2.2,Petrol,1994,119436,4550,"Cruise Control, Heated Seats, Sunroof",D00017
C37867,Toyota,RAV4,2.0,Petrol,2004,107377,10234,"Bluetooth, Cruise Control, Heated Seats, Sunroof",D00043
C43515,Toyota,Yaris,1.4,Hybrid,2015,34694,22766,Navigation,D00032
C08719,VW,Golf,1.4,Petrol,1992,184102,1424,"Air Conditioning, Cruise Control",D00028
C28825,Ford,Focus,1.6,Diesel,1996,155069,3175,"Cruise Control, Heated Seats, Navigation",D00030
C24469,Ford,Focus,1.4,Hybrid,2007,63479,13991,"Air Conditioning, Cruise Control, Heated Seats, Sunroof",D00030
C48253,VW,Golf,1.4,Diesel,2000,168131,2920,Cruise Control,D00030
C07202,Toyota,RAV4,2.4,Hybrid,1997,176599,4837,Bluetooth,D00006
C09283,Toyota,RAV4,2.0,Hybrid,1995,165811,4234,"Cruise Control, Heated Seats, Navigation, Sunroof",D00041
C26821,VW,Golf,1.6,Petrol,1995,122551,3082,"Air Conditioning, Bluetooth, Cruise Control, Sunroof",D00046
C27374,BMW,Z4,2.2,Petrol,2002,257621,2358,"Bluetooth, Heated Seats, Navigation, Sunroof",D00010
C22493,Ford,Focus,1.8,Diesel,2007,71840,13132,Bluetooth,D00027
C45638,Ford,Fiesta,1.4,Petrol,1994,190355,1265,"Air Conditioning, Cruise Control, Navigation",D00036
C45880,Ford,Fiesta,1.0,Petrol,2002,159285,2375,"Air Conditioning, Bluetooth, Heated Seats, Sunroof",D00004
C29340,BMW,M5,5.0,Petrol,2004,77111,32771,"Air Conditioning, Navigation, Sunroof",D00037
C46548,VW,Polo,1.2,Petrol,2022,7792,28808,Cruise Control,D00028
C10804,Toyota,RAV4,2.2,Hybrid,1992,201122,2682,Air Conditioning,D00013
C20965,Ford,Mondeo,1.4,Diesel,2018,17254,33314,"Air Conditioning, Bluetooth, Heated Seats, Navigation",D00020
C30033,Ford,Focus,2.0,Diesel,2017,42994,32425,"Cruise Control, Navigation, Sunroof",D00006
C05223,Toyota,RAV4,2.2,Hybrid,2014,74986,31606,"Heated Seats, Navigation, Sunroof",D00017
C00660,Toyota,Yaris,1.4,Petrol,1986,183150,914,"Bluetooth, Cruise Control, Navigation",D00034
C33246,BMW,Z4,3.0,Petrol,2013,56260,29440,"Air Conditioning, Cruise Control, Heated Seats, Sunroof",D00044
C05866,Toyota,Yaris,1.4,Hybrid,1993,235742,1096,"Air Conditioning, Cruise Control, Navigation, Sunroof",D00011
C48872,VW,Polo,2.0,Petrol,1989,264888,566,"Bluetooth, Navigation, Sunroof",D00031
C22986,Ford,Focus,2.0,Petrol,2002,157182,4956,"Air Conditioning, Cruise Control, Heated Seats, Sunroof",D00017
C28881,Toyota,Prius,1.8,Hybrid,2003,173674,5451,"Air Conditioning, Bluetooth, Heated Seats, Sunroof",D00042
C47088,Toyota,Yaris,1.2,Hybrid,2014,58646,17019,"Heated Seats, Navigation",D00050
C26528,VW,Passat,2.0,Petrol,2014,53958,24731,"Bluetooth, Cruise Control, Sunroof",D00021
C09648,BMW,M5,4.4,Petrol,2020,13861,131460,"Air Conditioning, Bluetooth, Cruise Control, Heated Seats",D00038
C49546,Toyota,Prius,1.0,Hybrid,2007,63118,12304,Cruise Control,D00011
C32375,VW,Passat,1.6,Diesel,1993,241624,1274,"Air Conditioning, Heated Seats",D00007
C26159,BMW,Z4,2.0,Petrol,2006,65735,14176,Cruise Control,D00033
C11712,Toyota,Prius,1.0,Hybrid,1999,226768,1950,"Air Conditioning, Navigation",D00046
C27239,BMW,X3,2.4,Diesel,2000,151738,6047,"Air Conditioning, Navigation, Sunroof",D00038
C18354,VW,Polo,1.0,Petrol,2003,97474,4224,"Air Conditioning, Bluetooth, Navigation",D00023
C49515,Toyota,RAV4,2.2,Hybrid,2017,28033,51782,Sunroof,D00016
C21725,Ford,Mondeo,2.0,Diesel,2008,123366,10090,"Bluetooth, Heated Seats, Navigation",D00027
C25925,VW,Polo,1.2,Petrol,1986,258871,379,Sunroof,D00041
C41390,VW,Golf,1.6,Diesel,1990,95291,2843,Cruise Control,D00044
C04773,Toyota,RAV4,2.2,Hybrid,2005,104776,14037,"Bluetooth, Cruise Control, Heated Seats, Navigation",D00020
C35205,Toyota,Prius,1.0,Hybrid,2015,69165,20153,"Bluetooth, Cruise Control, Navigation, Sunroof",D00010
C27879,BMW,X3,2.0,Diesel,2005,108846,10790,"Air Conditioning, Bluetooth, Sunroof",D00022
C05875,VW,Polo,1.0,Petrol,2007,56551,7293,"Air Conditioning, Bluetooth, Cruise Control",D00048
C17805,Ford,Mondeo,1.8,Diesel,1995,50929,6696,"Cruise Control, Sunroof",D00021
C34224,VW,Golf,1.8,Diesel,2001,118235,5293,"Air Conditioning, Bluetooth, Heated Seats, Sunroof",D00033
C07842,VW,Polo,1.0,Petrol,2006,74979,6043,"Air Conditioning, Bluetooth",D00045
C15923,Toyota,Yaris,1.4,Petrol,2001,102489,4757,"Air Conditioning, Cruise Control, Navigation, Sunroof",D00048
C28367,Ford,Fiesta,1.0,Petrol,2019,23448,19281,"Air Conditioning, Navigation",D00025
C12084,BMW,M5,5.0,Petrol,1999,91463,21240,"Cruise Control, Navigation, Sunroof",D00031
C20034,Ford,Mondeo,1.6,Diesel,1996,215284,1871,"Air Conditioning, Cruise Control, Navigation",D00045
C14488,BMW,Z4,2.2,Petrol,1991,255843,1151,"Air Conditioning, Cruise Control, Heated Seats, Navigation",D00039
C20819,Ford,Focus,1.6,Diesel,1984,193656,1027,"Bluetooth, Sunroof",D00034
C37518,VW,Golf,1.8,Petrol,2013,97099,13135,Heated Seats,D00030
C44236,BMW,Z4,2.2,Petrol,2007,97510,12751,"Air Conditioning, Cruise Control, Heated Seats",D00048
C48651,Toyota,RAV4,2.2,Hybrid,2007,125850,13666,"Air Conditioning, Navigation, Sunroof",D00016
C36236,Ford,Mondeo,1.6,Diesel,1987,125294,2192,"Air Conditioning, Bluetooth, Cruise Control, Heated Seats",D00045
C21070,VW,Golf,1.8,Petrol,2008,87849,10056,"Bluetooth, Heated Seats, Navigation, Sunroof",D00044
C09524,Porsche,Cayenne,2.6,Petrol,2010,62223,30919,"Air Conditioning, Bluetooth, Cruise Control, Navigation",D00029
C32756,VW,Polo,2.0,Petrol,1994,160270,2005,"Air Conditioning, Cruise Control, Sunroof",D00039
C12054,Toyota,Prius,1.8,Hybrid,1998,97323,7154,"Air Conditioning, Heated Seats, Sunroof",D00045
C23594,Toyota,Yaris,1.0,Petrol,1996,128710,2360,"Air Conditioning, Heated Seats",D00030
C08038,VW,Golf,1.6,Hybrid,2007,144662,6909,"Air Conditioning, Bluetooth, Heated Seats",D00017
C46977,Toyota,Prius,1.4,Hybrid,1991,267617,929,Cruise Control,D00028
C16400,VW,Polo,1.0,Petrol,1987,197486,646,"Bluetooth, Cruise Control, Navigation, Sunroof",D00036
C45786,Toyota,RAV4,2.0,Petrol,2014,38871,31623,"Air Conditioning, Cruise Control, Heated Seats",D00048
C34616,BMW,Z4,2.2,Petrol,1992,121296,3925,"Bluetooth, Cruise Control, Heated Seats",D00034
C07625,Porsche,Cayenne,3.5,Petrol,1996,166569,6422,"Air Conditioning, Bluetooth, Navigation",D00002
C13662,VW,Passat,1.8,Diesel,2008,133616,9332,"Air Conditioning, Heated Seats, Navigation, Sunroof",D00010
C37737,VW,Polo,1.2,Petrol,2014,45594,13644,"Air Conditioning, Bluetooth",D00049
C26542,VW,Passat,1.4,Diesel,2005,140092,6399,Air Conditioning,D00030
C13268,Ford,Focus,1.6,Petrol,2004,152796,5252,"Cruise Control, Heated Seats, Navigation",D00015
C18083,Ford,Fiesta,1.2,Petrol,1997,129828,2366,Heated Seats,D00029
C48086,Ford,Mondeo,1.4,Diesel,2009,65509,13677,"Air Conditioning, Heated Seats, Navigation, Sunroof",D00031
C42768,BMW,Z4,3.0,Petrol,2003,112730,10189,"Bluetooth, Cruise Control, Heated Seats, Navigation",D00015
C04071,Ford,Fiesta,1.4,Petrol,1993,217948,927,Air Conditioning,D00003
C16287,Toyota,RAV4,2.4,Hybrid,1998,110835,8787,"Air Conditioning, Navigation",D00010
C01119,Ford,Fiesta,1.2,Petrol,2021,19592,24655,"Bluetooth, Heated Seats, Navigation",D00010
C10075,VW,Polo,1.4,Petrol,2019,15792,24419,Air Conditioning,D00003
C11374,Toyota,Yaris,1.2,Hybrid,1995,247986,1036,"Air Conditioning, Bluetooth, Navigation, Sunroof",D00004
C32685,VW,Passat,1.6,Diesel,1996,144298,3629,"Air Conditioning, Bluetooth, Heated Seats, Navigation",D00048
C46434,Toyota,Yaris,1.0,Hybrid,2008,96894,8015,"Bluetooth, Cruise Control, Sunroof",D00020
C25350,VW,Polo,2.0,Petrol,2022,1197,38466,"Air Conditioning, Cruise Control, Heated Seats, Sunroof",D00042
C06716,BMW,M5,5.0,Petrol,2012,53898,65080,"Cruise Control, Navigation, Sunroof",D00035
C34568,Toyota,RAV4,2.2,Petrol,2019,23063,50707,"Air Conditioning, Bluetooth, Sunroof",D00014
C01031,Porsche,718 Cayman,2.0,Petrol,1992,139701,3916,Sunroof,D00019
C22754,VW,Polo,1.2,Petrol,2013,73125,10690,"Bluetooth, Cruise Control, Navigation",D00015
C11762,Ford,Fiesta,1.0,Petrol,1995,83569,2665,Heated Seats,D00024
C35897,Toyota,Yaris,1.0,Hybrid,2012,37727,15474,Air Conditioning,D00036
C14493,VW,Passat,1.8,Diesel,2000,189246,3445,"Air Conditioning, Cruise Control, Navigation, Sunroof",D00015
C25086,VW,Golf,1.6,Diesel,1990,217343,1043,"Heated Seats, Navigation",D00022
C20396,VW,Passat,1.6,Diesel,2009,98170,12316,"Air Conditioning, Bluetooth, Cruise Control, Sunroof",D00045
C04814,Ford,Fiesta,1.4,Petrol,2012,70468,10714,"Heated Seats, Navigation, Sunroof",D00046
C08995,Toyota,Prius,1.0,Hybrid,2007,80169,10972,"Cruise Control, Heated Seats",D00016
C49692,VW,Golf,2.0,Petrol,1993,168071,2086,"Bluetooth, Cruise Control, Heated Seats, Navigation",D00035
C21375,Toyota,Prius,1.0,Hybrid,2015,34309,25070,"Air Conditioning, Bluetooth, Navigation, Sunroof",D00019
C30243,Ford,Mondeo,1.6,Diesel,2011,83905,14746,Bluetooth,D00020
C47579,Toyota,Prius,1.8,Hybrid,2003,86064,10821,"Air Conditioning, Cruise Control, Heated Seats, Navigation",D00009
C01165,VW,Polo,1.6,Petrol,2002,93297,5151,"Air Conditioning, Cruise Control, Heated Seats, Sunroof",D00044
C24811,Toyota,Yaris,1.2,Hybrid,2019,26122,28910,"Air Conditioning, Bluetooth, Cruise Control, Navigation",D00016
C21110,Ford,Focus,1.8,Petrol,2002,174544,4063,"Air Conditioning, Heated Seats, Navigation, Sunroof",D00024
C03698,Porsche,911,3.5,Petrol,2003,208259,10631,"Air Conditioning, Cruise Control, Heated Seats",D00016
C11439,Toyota,Prius,1.8,Hybrid,1997,85441,7285,Bluetooth,D00040
C04470,BMW,Z4,2.4,Petrol,1997,174826,3702,"Bluetooth, Heated Seats, Sunroof",D00049
C09808,Toyota,RAV4,2.0,Hybrid,1990,293658,955,"Air Conditioning, Heated Seats, Navigation, Sunroof",D00001
C47768,Toyota,RAV4,2.0,Hybrid,2014,60577,33157,"Air Conditioning, Bluetooth, Cruise Control, Heated Seats",D00034
C06749,Ford,Focus,1.8,Petrol,2012,52294,19821,"Air Conditioning, Bluetooth, Navigation",D00022
C49185,VW,Polo,1.6,Petrol,2011,82739,10114,"Air Conditioning, Cruise Control",D00029
C17379,Ford,Focus,1.4,Diesel,2006,74797,10620,"Bluetooth, Heated Seats, Navigation",D00037
C36885,Ford,Fiesta,1.4,Petrol,1998,221021,1259,"Air Conditioning, Navigation",D00011
C13357,VW,Polo,2.0,Petrol,2019,19360,28625,"Cruise Control, Heated Seats, Navigation",D00031
C32405,Toyota,Prius,1.8,Hybrid,2011,57506,22348,"Heated Seats, Navigation, Sunroof",D00037
C42455,Ford,Mondeo,2.0,Diesel,1990,92041,3838,"Air Conditioning, Bluetooth",D00028
C46066,VW,Passat,1.8,Diesel,2010,60520,18093,"Heated Seats, Sunroof",D00026
C11539,VW,Golf,1.6,Petrol,2007,67335,10207,"Bluetooth, Heated Seats, Navigation, Sunroof",D00014
C02009,Toyota,Prius,1.8,Hybrid,2000,119176,6944,"Air Conditioning, Sunroof",D00007
C03222,Ford,Mondeo,1.8,Diesel,2012,93986,15566,"Heated Seats, Navigation",D00020
C44997,Toyota,Prius,1.4,Hybrid,2016,49518,28928,"Air Conditioning, Cruise Control",D00022
C18763,VW,Polo,2.0,Petrol,2004,114189,5640,"Heated Seats, Navigation",D00029
C14166,Toyota,RAV4,2.0,Hybrid,2015,68540,33639,"Air Conditioning, Bluetooth, Heated Seats, Sunroof",D00050
C40684,VW,Golf,2.0,Diesel,2008,115278,9101,"Air Conditioning, Bluetooth",D00033
C25081,Toyota,RAV4,1.8,Hybrid,2006,130111,11185,"Air Conditioning, Cruise Control, Heated Seats, Navigation",D00004
C01823,BMW,M5,4.4,Petrol,2018,28558,106073,Cruise Control,D00010
C44662,Ford,Fiesta,1.2,Petrol,2018,44586,17464,Heated Seats,D00047
C06849,Toyota,RAV4,1.8,Hybrid,2005,41313,19470,Navigation,D00030
C12636,Toyota,Yaris,1.4,Hybrid,1997,154855,2902,"Bluetooth, Cruise Control",D00042
C37669,Ford,Focus,1.6,Petrol,2002,119360,5996,"Bluetooth, Heated Seats",D00044
C06096,Porsche,911,2.6,Petrol,2014,37866,69984,Cruise Control,D00037
C39249,Toyota,Yaris,1.2,Petrol,1985,229045,527,"Air Conditioning, Bluetooth, Navigation",D00038
C10578,Toyota,Prius,1.8,Hybrid,2004,61730,13638,"Bluetooth, Cruise Control, Heated Seats, Navigation",D00014
C31075,VW,Golf,1.4,Diesel,1991,310363,438,"Air Conditioning, Cruise Control",D00043
C29113,BMW,X3,3.0,Petrol,2005,83620,15106,"Air Conditioning, Bluetooth, Cruise Control, Navigation",D00001
C10193,VW,Golf,2.0,Petrol,2008,74575,11621,"Heated Seats, Navigation",D00019
C00315,Toyota,Yaris,1.2,Petrol,1997,174912,1892,"Air Conditioning, Navigation, Sunroof",D00031
C11450,Ford,Fiesta,1.4,Petrol,1995,256035,748,Heated Seats,D00038
C30746,VW,Golf,1.8,Hybrid,2016,42938,27634,"Cruise Control, Navigation, Sunroof",D00030
C29703,Toyota,Yaris,1.2,Petrol,1997,113333,3111,"Air Conditioning, Heated Seats",D00027
C27659,Ford,Fiesta,1.0,Petrol,2016,25841,15575,"Bluetooth, Cruise Control",D00030
C23686,VW,Polo,1.2,Diesel,2000,87472,4273,"Air Conditioning, Cruise Control, Navigation, Sunroof",D00003
C28376,Toyota,RAV4,1.8,Hybrid,1999,17730,14940,"Air Conditioning, Bluetooth, Cruise Control, Heated Seats",D00010
C03086,Toyota,RAV4,1.8,Hybrid,2011,51067,27360,"Air Conditioning, Navigation",D00042
C49372,VW,Golf,1.8,Diesel,2016,48662,23347,"Air Conditioning, Heated Seats, Navigation, Sunroof",D00041
C03752,Toyota,RAV4,2.0,Hybrid,2003,133739,9380,"Bluetooth, Cruise Control, Heated Seats, Navigation",D00023
C05049,Porsche,911,3.5,Petrol,2009,90179,41323,"Cruise Control, Heated Seats",D00029
C29187,Ford,Fiesta,1.0,Petrol,2014,57433,11269,"Air Conditioning, Cruise Control, Navigation, Sunroof",D00018
C30709,VW,Passat,1.8,Diesel,2018,37123,35654,"Cruise Control, Heated Seats, Navigation, Sunroof",D00032
C20147,BMW,Z4,3.0,Petrol,1990,189943,2278,"Cruise Control, Sunroof",D00033
C32250,Ford,Mondeo,2.0,Diesel,1996,164815,3243,Navigation,D00041
C04970,Toyota,Prius,1.4,Hybrid,2013,78673,19568,Air Conditioning,D00033
C30526,Toyota,Prius,1.0,Hybrid,2014,48492,21533,"Bluetooth, Heated Seats, Navigation, Sunroof",D00037
C18495,BMW,Z4,3.0,Petrol,2010,85610,19801,"Air Conditioning, Heated Seats",D00041
C38065,Toyota,RAV4,2.0,Hybrid,2013,93288,24808,"Air Conditioning, Heated Seats",D00014
C41837,BMW,Z4,2.4,Petrol,2001,77524,10280,"Cruise Control, Heated Seats, Sunroof",D00024
C32753,Ford,Mondeo,1.8,Diesel,1996,176571,2785,"Heated Seats, Sunroof",D00005
C20074,VW,Polo,1.0,Petrol,2021,10856,24210,"Air Conditioning, Navigation",D00049
