AccidentID,CarID,Date_of_Accident,Description,Cost_of_Repair,Severity
A47341,C31521,2024-11-11,Accident on slippery road,3532.0,Severe
A47342,C31521,2022-09-01,Minor fender bender,1217.0,Major
A64121,C42584,2023-07-11,Damage from pothole incident,3998.0,Severe
A64122,C42584,2021-10-04,Door dent from tight parking,1541.0,Severe
A64123,C42584,2022-05-06,Accident on slippery road,3436.0,Major
A70597,C46957,2025-02-06,Accident on slippery road,2094.0,Severe
A73402,C48791,2022-12-26,Collision with pole,3049.0,Moderate
A73403,C48791,2022-09-16,Side panel scratch,2351.0,Severe
A73404,C48791,2023-07-18,Front-end collision,254.0,Minor
A54947,C36586,2021-05-07,Tire puncture during accident,2139.0,Moderate
A54948,C36586,2021-05-09,Door dent from tight parking,1248.0,Severe
A15816,C10466,2022-07-13,Tire puncture during accident,2142.0,Minor
A15817,C10466,2025-08-30,Minor fender bender,2602.0,Moderate
A10828,C07206,2022-10-25,Door dent from tight parking,4787.0,Major
A09619,C06414,2025-03-22,Minor parking lot accident,4368.0,Moderate
A51145,C34047,2023-05-23,Fender scratch from curb,2158.0,Severe
A51146,C34047,2024-08-26,Minor collision at roundabout,3706.0,Major
A19212,C12729,2022-06-30,Side mirror broken,774.0,Major
A19213,C12729,2022-10-01,Minor fender bender,4259.0,Minor
A19214,C12729,2025-05-10,Front bumper scrape,4029.0,Minor
A10412,C06926,2021-11-20,Front-end collision,170.0,Severe
A10413,C06926,2023-03-18,Accident on slippery road,4766.0,Moderate
A10414,C06926,2025-02-07,Door dent from tight parking,1671.0,Moderate
A42120,C27996,2023-01-04,Rear bumper collision,2486.0,Major
A56515,C37613,2023-11-01,Fender scratch from curb,1105.0,Minor
A56516,C37613,2023-09-19,Windshield damage,539.0,Severe
A56517,C37613,2024-11-17,Door dent from tight parking,806.0,Minor
A59399,C39484,2024-06-17,Head-on collision,932.0,Major
A59400,C39484,2022-04-12,Front-end collision,158.0,Major
A04453,C03017,2022-03-27,Accident on slippery road,1183.0,Major
A02353,C01641,2021-11-30,Rear-end hit at traffic light,835.0,Moderate
A02354,C01641,2024-11-05,Accident on slippery road,331.0,Moderate
A13364,C08884,2020-12-11,Collision with pole,2339.0,Major
A13365,C08884,2023-01-09,Accident on slippery road,4190.0,Major
A56501,C37602,2021-12-10,Rear-end hit at traffic light,2943.0,Moderate
A56502,C37602,2020-11-30,Accident on slippery road,3962.0,Minor
A19585,C12970,2025-08-29,Rear quarter panel dent,386.0,Severe
A19586,C12970,2023-11-29,Accident on slippery road,4553.0,Moderate
A35243,C23464,2022-09-12,Parking lot scrape,3130.0,Moderate
A35244,C23464,2021-05-15,Accident on slippery road,1544.0,Minor
A66353,C44077,2022-06-05,Rear quarter panel dent,4721.0,Minor
A06087,C04087,2023-01-07,Minor parking lot accident,3675.0,Minor
A06088,C04087,2023-12-27,Front-end collision,1716.0,Major
A06089,C04087,2023-06-28,Windshield damage,2778.0,Major
A00736,C00509,2025-02-05,Scratched paint on rear bumper,3926.0,Minor
A00737,C00509,2023-03-18,Front-end collision,368.0,Severe
A09524,C06355,2023-07-21,Side mirror broken,4480.0,Severe
A09525,C06355,2023-06-03,Tire puncture during accident,4372.0,Moderate
A44555,C29645,2021-05-13,Rear bumper collision,329.0,Major
A31232,C20816,2025-06-07,Damage from pothole incident,4716.0,Moderate
A09324,C06235,2022-12-12,Parking lot scrape,953.0,Major
A09325,C06235,2023-10-03,Rear-end hit at traffic light,2369.0,Moderate
A09326,C06235,2023-01-08,Accident on slippery road,4322.0,Moderate
A48035,C31990,2021-08-17,Rear quarter panel dent,4730.0,Severe
A48036,C31990,2024-03-23,Minor parking lot accident,846.0,Severe
A19619,C12996,2024-04-11,Collision with pole,2042.0,Minor
A63979,C42502,2022-11-05,Minor parking lot accident,2506.0,Severe
A63980,C42502,2024-05-13,Rear quarter panel dent,1337.0,Minor
A63981,C42502,2022-11-17,Front bumper scrape,1100.0,Severe
A00390,C00263,2022-05-01,Door dent from tight parking,2718.0,Moderate
A00391,C00263,2021-12-08,Rear bumper collision,225.0,Severe
A11879,C07892,2020-11-07,Side swipe from passing vehicle,508.0,Moderate
A11880,C07892,2022-05-25,Head-on collision,2400.0,Major
A11881,C07892,2025-08-08,Side mirror broken,4755.0,Major
A15913,C10528,2025-08-31,Side mirror broken,851.0,Severe
A27930,C18601,2021-11-29,Accident on slippery road,2554.0,Major
A27931,C18601,2021-01-13,Parking lot scrape,882.0,Moderate
A36209,C24115,2024-11-18,Front-end collision,3592.0,Moderate
A20295,C13472,2023-02-21,Tire puncture during accident,2740.0,Minor
A20296,C13472,2020-09-06,Front-end collision,4179.0,Major
A20297,C13472,2024-10-09,Side panel scratch,3260.0,Major
A47644,C31726,2025-06-17,Hood dent from minor crash,653.0,Severe
A15952,C10558,2021-01-15,Scratched paint on rear bumper,4514.0,Major
A15953,C10558,2024-11-07,Scratched paint on rear bumper,1559.0,Severe
A15954,C10558,2025-07-06,Damage from pothole incident,389.0,Severe
A09836,C06557,2025-06-12,Head-on collision,976.0,Severe
A09837,C06557,2025-01-24,Tire puncture during accident,493.0,Major
A09838,C06557,2025-07-24,Door dent from tight parking,4837.0,Severe
A62446,C41504,2022-12-16,Front bumper scrape,4131.0,Severe
A16299,C10811,2023-08-07,Rear bumper collision,3704.0,Minor
A16300,C10811,2020-11-17,Rear quarter panel dent,890.0,Moderate
A16301,C10811,2021-11-04,Front bumper scrape,1793.0,Major
A57413,C38215,2023-01-21,Fender scratch from curb,3096.0,Major
A57414,C38215,2024-01-07,Damage from pothole incident,1311.0,Minor
A17662,C11731,2024-07-19,Minor fender bender,4853.0,Moderate
A17663,C11731,2023-10-24,Windshield damage,4999.0,Major
A17664,C11731,2023-10-24,Windshield damage,3303.0,Severe
A32680,C21780,2024-07-07,Minor parking lot accident,1823.0,Moderate
A32681,C21780,2021-07-09,Side mirror broken,751.0,Severe
A32682,C21780,2025-01-28,Minor parking lot accident,4885.0,Minor
A51204,C34080,2024-09-20,Front bumper scrape,3878.0,Moderate
A51205,C34080,2024-04-25,Fender scratch from curb,2285.0,Minor
A51206,C34080,2024-05-02,Front-end collision,1951.0,Moderate
A34376,C22916,2021-06-17,Minor collision at roundabout,118.0,Moderate
A34377,C22916,2025-07-16,Parking lot scrape,2549.0,Moderate
A34378,C22916,2024-07-31,Front bumper scrape,3493.0,Severe
A12177,C08086,2023-10-27,Accident on slippery road,4923.0,Minor
A12178,C08086,2024-01-04,Front bumper scrape,2347.0,Minor
A65439,C43468,2021-04-23,Front-end collision,1939.0,Major
A22185,C14710,2022-05-04,Collision with pole,3219.0,Major
A23253,C15467,2022-04-22,Accident on slippery road,3622.0,Major
A23254,C15467,2022-07-31,Tire puncture during accident,2623.0,Moderate
A23255,C15467,2021-12-10,Collision with pole,4976.0,Severe
A55844,C37173,2022-05-26,Side swipe from passing vehicle,4796.0,Major
A55845,C37173,2024-04-26,Accident on slippery road,1647.0,Moderate
A55846,C37173,2023-04-20,Front-end collision,3550.0,Minor
A43232,C28749,2022-12-11,Head-on collision,3242.0,Minor
A04588,C03105,2023-11-28,Rear-end hit at traffic light,4402.0,Moderate
A04589,C03105,2023-05-26,Rear bumper collision,2926.0,Severe
A01030,C00709,2023-12-31,Front bumper scrape,611.0,Severe
A35217,C23445,2021-04-23,Minor collision at roundabout,1573.0,Major
A35218,C23445,2020-10-29,Minor collision at roundabout,2023.0,Severe
A35219,C23445,2022-01-11,Front bumper scrape,3099.0,Severe
A39882,C26511,2020-12-17,Scratched paint on rear bumper,952.0,Moderate
A12769,C08467,2023-05-10,Scratched paint on rear bumper,4439.0,Severe
A12770,C08467,2021-01-18,Side mirror broken,4559.0,Severe
A12771,C08467,2022-05-12,Windshield damage,2130.0,Minor
A09315,C06231,2023-07-01,Door dent from tight parking,1874.0,Moderate
A09316,C06231,2023-06-17,Accident on slippery road,1042.0,Major
A69694,C46359,2022-03-29,Front-end collision,1571.0,Minor
A24607,C16387,2020-11-26,Rear bumper collision,939.0,Major
A24608,C16387,2023-01-09,Front bumper scrape,1155.0,Moderate
A51344,C34166,2024-09-29,Damage from pothole incident,1340.0,Major
A51345,C34166,2022-09-27,Side mirror broken,4637.0,Severe
A08669,C05804,2023-05-15,Parking lot scrape,1692.0,Moderate
A19253,C12754,2024-08-03,Damage from pothole incident,1386.0,Severe
A19254,C12754,2021-03-26,Minor fender bender,1923.0,Moderate
A19255,C12754,2024-06-23,Tire puncture during accident,1115.0,Moderate
A28917,C19246,2022-05-20,Parking lot scrape,1299.0,Minor
A28918,C19246,2024-02-02,Front bumper scrape,1498.0,Major
A56913,C37867,2021-02-27,Minor fender bender,386.0,Severe
A56914,C37867,2024-11-03,Rear quarter panel dent,1091.0,Minor
A56915,C37867,2021-06-07,Accident on slippery road,4212.0,Minor
A65498,C43515,2025-01-16,Rear bumper collision,3122.0,Minor
A65499,C43515,2024-12-18,Side panel scratch,1243.0,Severe
A65500,C43515,2024-05-01,Rear-end hit at traffic light,3855.0,Severe
A13131,C08719,2023-03-21,Parking lot scrape,4944.0,Major
A13132,C08719,2022-08-28,Accident on slippery road,1239.0,Minor
A13133,C08719,2023-03-13,Rear-end hit at traffic light,821.0,Severe
A43344,C28825,2025-04-16,Collision with pole,677.0,Severe
A43345,C28825,2022-10-02,Rear quarter panel dent,3916.0,Moderate
A43346,C28825,2024-11-15,Head-on collision,4176.0,Minor
A72607,C48253,2024-02-25,Minor parking lot accident,1203.0,Severe
A72608,C48253,2024-11-11,Rear-end hit at traffic light,2183.0,Moderate
A72609,C48253,2024-06-02,Rear-end hit at traffic light,1847.0,Severe
A10819,C07202,2022-03-31,Windshield damage,4173.0,Minor
A10820,C07202,2023-05-28,Minor fender bender,2750.0,Severe
A10821,C07202,2025-07-04,Door dent from tight parking,2837.0,Severe
A13968,C09283,2024-08-26,Front bumper scrape,3418.0,Major
A41158,C27374,2023-05-23,Parking lot scrape,3346.0,Moderate
A33754,C22493,2022-04-23,Rear quarter panel dent,2056.0,Major
A33755,C22493,2023-03-02,Parking lot scrape,2695.0,Severe
A33756,C22493,2024-06-09,Fender scratch from curb,2293.0,Severe
A68617,C45638,2024-04-30,Fender scratch from curb,2359.0,Minor
A68974,C45880,2021-08-27,Accident on slippery road,2214.0,Minor
A68975,C45880,2021-12-11,Collision with pole,1836.0,Minor
A16293,C10804,2022-01-17,Fender scratch from curb,4859.0,Minor
A16294,C10804,2022-05-28,Side panel scratch,3780.0,Major
A16295,C10804,2021-05-19,Front bumper scrape,466.0,Severe
A31481,C20965,2025-05-19,Front bumper scrape,1157.0,Minor
A45102,C30033,2022-04-25,Minor parking lot accident,1245.0,Moderate
A45103,C30033,2024-12-31,Accident on slippery road,3990.0,Severe
A45104,C30033,2022-08-15,Windshield damage,4251.0,Major
A07792,C05223,2022-09-09,Side panel scratch,4054.0,Severe
A07793,C05223,2021-09-11,Scratched paint on rear bumper,2563.0,Severe
A07794,C05223,2020-10-19,Damage from pothole incident,116.0,Minor
A00950,C00660,2023-03-09,Scratched paint on rear bumper,196.0,Moderate
A00951,C00660,2024-07-01,Side swipe from passing vehicle,1795.0,Major
A00952,C00660,2021-06-29,Side mirror broken,246.0,Minor
A49918,C33246,2024-04-30,Scratched paint on rear bumper,3397.0,Moderate
A49919,C33246,2022-11-27,Side mirror broken,1965.0,Moderate
A08768,C05866,2022-03-26,Front bumper scrape,2892.0,Severe
A08769,C05866,2021-01-02,Collision with pole,4874.0,Severe
A08770,C05866,2025-02-06,Damage from pothole incident,1589.0,Major
A73530,C48872,2020-12-03,Accident on slippery road,239.0,Major
A73531,C48872,2022-03-10,Hood dent from minor crash,4205.0,Moderate
A73532,C48872,2025-05-15,Side panel scratch,3200.0,Major
A43423,C28881,2024-02-04,Fender scratch from curb,4253.0,Moderate
A70796,C47088,2022-06-10,Windshield damage,4344.0,Major
A14539,C09648,2022-07-20,Parking lot scrape,3666.0,Moderate
A14540,C09648,2025-05-20,Minor collision at roundabout,4917.0,Major
A74541,C49546,2022-07-17,Side panel scratch,865.0,Minor
A74542,C49546,2022-08-20,Collision with pole,140.0,Minor
A48642,C32375,2021-10-24,Front bumper scrape,3430.0,Major
A48643,C32375,2023-08-15,Rear quarter panel dent,2697.0,Minor
A48644,C32375,2024-12-07,Side panel scratch,2199.0,Moderate
A39349,C26159,2025-08-04,Windshield damage,2318.0,Minor
A39350,C26159,2023-09-10,Door dent from tight parking,3798.0,Major
A39351,C26159,2022-09-05,Head-on collision,1151.0,Severe
A17634,C11712,2022-09-07,Side swipe from passing vehicle,3225.0,Minor
A17635,C11712,2023-01-20,Damage from pothole incident,3585.0,Minor
A40970,C27239,2023-02-11,Fender scratch from curb,3760.0,Severe
A40971,C27239,2020-10-22,Front-end collision,2745.0,Moderate
A27571,C18354,2023-08-03,Front bumper scrape,2145.0,Minor
A27572,C18354,2022-04-07,Minor collision at roundabout,3338.0,Minor
A74486,C49515,2021-08-16,Tire puncture during accident,3874.0,Severe
A74487,C49515,2021-10-28,Minor collision at roundabout,4352.0,Major
A74488,C49515,2020-11-12,Hood dent from minor crash,1292.0,Severe
A32591,C21725,2024-12-04,Accident on slippery road,3660.0,Severe
A38989,C25925,2020-11-26,Minor fender bender,3092.0,Minor
A38990,C25925,2023-08-16,Minor parking lot accident,1758.0,Severe
A52876,C35205,2024-04-29,Side panel scratch,723.0,Major
A52877,C35205,2023-12-24,Parking lot scrape,721.0,Severe
A52878,C35205,2024-09-21,Rear-end hit at traffic light,4106.0,Major
A26744,C17805,2022-06-23,Rear-end hit at traffic light,4055.0,Minor
A26745,C17805,2021-01-21,Damage from pothole incident,3340.0,Minor
A26746,C17805,2021-09-12,Minor fender bender,1528.0,Moderate
A51417,C34224,2021-03-17,Collision with pole,1934.0,Major
A11799,C07842,2022-01-26,Tire puncture during accident,3171.0,Major
A11800,C07842,2025-04-14,Fender scratch from curb,4901.0,Moderate
A11801,C07842,2021-09-11,Side panel scratch,3350.0,Minor
A23944,C15923,2022-11-12,Door dent from tight parking,1326.0,Major
A23945,C15923,2021-01-04,Door dent from tight parking,1526.0,Minor
A23946,C15923,2021-11-30,Tire puncture during accident,3568.0,Moderate
A42635,C28367,2025-04-30,Rear bumper collision,3602.0,Major
A42636,C28367,2022-05-27,Side swipe from passing vehicle,2594.0,Minor
A18236,C12084,2023-04-14,Fender scratch from curb,1437.0,Moderate
A30091,C20034,2022-12-01,Accident on slippery road,2910.0,Moderate
A30092,C20034,2024-02-17,Accident on slippery road,2307.0,Major
A30093,C20034,2022-11-20,Damage from pothole incident,1160.0,Major
A21849,C14488,2025-08-12,Parking lot scrape,4634.0,Minor
A31239,C20819,2025-06-10,Minor collision at roundabout,2775.0,Severe
A31240,C20819,2025-05-02,Scratched paint on rear bumper,3954.0,Moderate
A31241,C20819,2021-11-24,Scratched paint on rear bumper,2612.0,Major
A56386,C37518,2022-06-18,Tire puncture during accident,1980.0,Moderate
A56387,C37518,2021-12-31,Head-on collision,1381.0,Moderate
A73195,C48651,2025-02-21,Collision with pole,2248.0,Minor
A73196,C48651,2023-08-17,Side panel scratch,4871.0,Minor
A73197,C48651,2021-04-10,Minor parking lot accident,575.0,Major
A31639,C21070,2023-02-17,Minor fender bender,3316.0,Moderate
A31640,C21070,2021-08-01,Door dent from tight parking,3092.0,Moderate
A14341,C09524,2021-01-02,Rear-end hit at traffic light,4727.0,Major
A14342,C09524,2023-01-09,Door dent from tight parking,1008.0,Moderate
A49169,C32756,2025-02-23,Side mirror broken,2636.0,Severe
A49170,C32756,2022-11-11,Tire puncture during accident,1024.0,Minor
A49171,C32756,2024-03-14,Side panel scratch,953.0,Severe
A18182,C12054,2023-08-10,Accident on slippery road,3206.0,Severe
A35441,C23594,2024-07-12,Minor fender bender,3921.0,Minor
A35442,C23594,2023-10-24,Front bumper scrape,4123.0,Major
A35443,C23594,2022-10-06,Collision with pole,1052.0,Minor
A24629,C16400,2024-10-27,Head-on collision,4763.0,Minor
A24630,C16400,2020-11-14,Head-on collision,1727.0,Severe
A24631,C16400,2022-10-17,Rear bumper collision,3018.0,Severe
A56706,C37737,2024-01-06,Side mirror broken,1598.0,Minor
A56707,C37737,2023-04-16,Side mirror broken,2125.0,Severe
A56708,C37737,2023-05-05,Parking lot scrape,933.0,Major
A39932,C26542,2024-08-17,Door dent from tight parking,4232.0,Minor
A39933,C26542,2021-02-15,Minor fender bender,3809.0,Minor
A39934,C26542,2024-09-03,Rear-end hit at traffic light,1874.0,Major
A20003,C13268,2021-06-16,Minor fender bender,915.0,Moderate
A27140,C18083,2023-01-24,Front bumper scrape,3971.0,Minor
A72334,C48086,2023-06-07,Scratched paint on rear bumper,2310.0,Major
A72335,C48086,2022-10-01,Front-end collision,1984.0,Minor
A24455,C16287,2022-10-02,Hood dent from minor crash,3760.0,Moderate
A15194,C10075,2025-07-10,Windshield damage,4878.0,Major
A15195,C10075,2023-09-15,Front-end collision,1603.0,Severe
A15196,C10075,2022-06-21,Scratched paint on rear bumper,2003.0,Severe
A49067,C32685,2024-07-18,Fender scratch from curb,3056.0,Moderate
A69806,C46434,2025-05-02,Tire puncture during accident,3249.0,Moderate
A69807,C46434,2024-01-07,Damage from pothole incident,2126.0,Minor
A38096,C25350,2023-10-13,Door dent from tight parking,999.0,Major
A38097,C25350,2023-07-16,Minor collision at roundabout,1351.0,Major
A38098,C25350,2024-06-17,Head-on collision,1118.0,Moderate
A51937,C34568,2023-10-20,Hood dent from minor crash,4116.0,Severe
A51938,C34568,2022-08-09,Door dent from tight parking,933.0,Moderate
A51939,C34568,2021-10-17,Rear-end hit at traffic light,4669.0,Severe
A01503,C01031,2023-02-21,Hood dent from minor crash,2543.0,Moderate
A34142,C22754,2021-07-04,Tire puncture during accident,715.0,Minor
A34143,C22754,2025-08-28,Parking lot scrape,3466.0,Moderate
A34144,C22754,2025-07-14,Rear quarter panel dent,3359.0,Minor
A17717,C11762,2025-07-06,Damage from pothole incident,2799.0,Moderate
A17718,C11762,2024-03-26,Head-on collision,4330.0,Major
A53932,C35897,2023-06-28,Head-on collision,4489.0,Moderate
A21857,C14493,2024-05-30,Scratched paint on rear bumper,3388.0,Minor
A37687,C25086,2025-05-18,Tire puncture during accident,4050.0,Minor
A30644,C20396,2021-04-09,Parking lot scrape,4989.0,Moderate
A30645,C20396,2022-04-25,Fender scratch from curb,1195.0,Minor
A30646,C20396,2023-10-01,Side panel scratch,3331.0,Major
A32077,C21375,2023-01-27,Side swipe from passing vehicle,3447.0,Minor
A32078,C21375,2023-07-23,Side mirror broken,3292.0,Major
A32079,C21375,2022-06-10,Side panel scratch,3729.0,Moderate
A45401,C30243,2023-03-22,Side panel scratch,1571.0,Major
A45402,C30243,2020-09-20,Collision with pole,4328.0,Severe
A45403,C30243,2025-07-29,Door dent from tight parking,1185.0,Severe
A71540,C47579,2021-05-14,Windshield damage,1987.0,Moderate
A01663,C01165,2023-06-09,Fender scratch from curb,4437.0,Major
A01664,C01165,2021-07-24,Tire puncture during accident,4418.0,Major
A01665,C01165,2023-07-02,Minor collision at roundabout,4446.0,Moderate
A37230,C24811,2023-07-19,Rear quarter panel dent,483.0,Major
A37231,C24811,2021-04-22,Minor fender bender,4401.0,Major
A31683,C21110,2021-01-05,Side panel scratch,4253.0,Severe
A31684,C21110,2024-06-12,Windshield damage,2134.0,Moderate
A17243,C11439,2021-11-13,Minor parking lot accident,2711.0,Major
A17244,C11439,2025-08-04,Collision with pole,3251.0,Severe
A06656,C04470,2021-03-06,Door dent from tight parking,2349.0,Minor
A06657,C04470,2025-04-03,Scratched paint on rear bumper,270.0,Severe
